0.5 	-558310
0.515152 	-538833
0.530303 	-519356
0.545455 	-499880
0.560606 	-469574
0.575758 	-434627
0.590909 	-399680
0.606061 	-369108
0.621212 	-345098
0.636364 	-321088
0.651515 	-297746
0.666667 	-280418
0.681818 	-263090
0.69697 	-245761
0.712121 	-231849
0.727273 	-218792
0.742424 	-205734
0.757576 	-194076
0.772727 	-183816
0.787879 	-173556
0.80303 	-163670
0.818182 	-155275
0.833333 	-146880
0.848485 	-138485
0.863636 	-131216
0.878788 	-124071
0.893939 	-116927
0.909091 	-110298
0.924242 	-104014
0.939394 	-97730
0.954545 	-91639.3
0.969697 	-86000.3
0.984848 	-80361.3
1 	-74722.2
1.01515 	-69489.6
1.0303 	-64256.9
1.04545 	-59024.3
1.06061 	-54027.5
1.07576 	-49131.9
1.09091 	-44236.4
1.10606 	-39484.3
1.12121 	-34947.7
1.13636 	-30411.1
1.15152 	-25900.7
1.16667 	-21626.7
1.18182 	-17352.7
1.19697 	-13078.8
1.21212 	-8932.06
1.22727 	-4817.17
1.24242 	-702.285
1.25758 	3378.05
1.27273 	7423.83
1.28788 	11469.6
1.30303 	15516
1.31818 	19564.5
1.33333 	23613.1
1.34848 	27661.7
1.36364 	31763.1
1.37879 	35870.2
1.39394 	39977.4
1.40909 	44145.7
1.42424 	48354.7
1.43939 	52563.8
1.45455 	56813.8
1.4697 	61159.4
1.48485 	65505
1.5 	69850.6
1.51515 	74362.2
1.5303 	78873.8
1.54545 	83385.4
1.56061 	88029.9
1.57576 	92731.4
1.59091 	97432.9
1.60606 	102218
1.62121 	107128
1.63636 	112038
1.65152 	116969
1.66667 	122099
1.68182 	127228
1.69697 	132358
1.71212 	137673
1.72727 	143036
1.74242 	148398
1.75758 	153883
1.77273 	159490
1.78788 	165098
1.80303 	170753
1.81818 	176599
1.83333 	182446
1.84848 	188292
1.86364 	194302
1.87879 	200330
1.89394 	206358
1.90909 	212391
1.92424 	218428
1.93939 	224464
1.95455 	229567
1.9697 	232491
1.98485 	235414
2 	238338
