0.5 	-100195
0.515152 	-96267.7
0.530303 	-92340.6
0.545455 	-88413.5
0.560606 	-82395.4
0.575758 	-75481.2
0.590909 	-68566.9
0.606061 	-62547.5
0.621212 	-57870.4
0.636364 	-53193.3
0.651515 	-48653.8
0.666667 	-45352.4
0.681818 	-42051
0.69697 	-38749.7
0.712121 	-36135.5
0.727273 	-33693.1
0.742424 	-31250.7
0.757576 	-29079.3
0.772727 	-27179
0.787879 	-25278.7
0.80303 	-23447.7
0.818182 	-21894.3
0.833333 	-20340.9
0.848485 	-18787.4
0.863636 	-17435
0.878788 	-16104.8
0.893939 	-14774.7
0.909091 	-13533.2
0.924242 	-12350.7
0.939394 	-11168.2
0.954545 	-10018.5
0.969697 	-8945.24
0.984848 	-7871.95
1 	-6798.67
1.01515 	-5793.52
1.0303 	-4788.37
1.04545 	-3783.22
1.06061 	-2819.04
1.07576 	-1872.41
1.09091 	-925.774
1.10606 	-4.98227
1.12121 	877.05
1.13636 	1759.08
1.15152 	2636.56
1.16667 	3473.09
1.18182 	4309.61
1.19697 	5146.14
1.21212 	5962.52
1.22727 	6773.85
1.24242 	7585.19
1.25758 	8392.62
1.27273 	9196.13
1.28788 	9999.64
1.30303 	10804.3
1.31818 	11613.6
1.33333 	12422.9
1.34848 	13232.1
1.36364 	14055.8
1.37879 	14881.1
1.39394 	15706.3
1.40909 	16546.1
1.42424 	17395.5
1.43939 	18244.9
1.45455 	19103.6
1.4697 	19983.9
1.48485 	20864.2
1.5 	21744.5
1.51515 	22661.9
1.5303 	23579.3
1.54545 	24496.8
1.56061 	25444.5
1.57576 	26405.3
1.59091 	27366
1.60606 	28346.9
1.62121 	29358.1
1.63636 	30369.2
1.65152 	31386.2
1.66667 	32455.7
1.68182 	33525.2
1.69697 	34594.7
1.71212 	35720.5
1.72727 	36860.4
1.74242 	38000.2
1.75758 	39181.6
1.77273 	40404.6
1.78788 	41627.6
1.80303 	42868.9
1.81818 	44183.7
1.83333 	45498.4
1.84848 	46813.2
1.86364 	48195.8
1.87879 	49585.8
1.89394 	50975.9
1.90909 	52394.2
1.92424 	53831.2
1.93939 	55268.2
1.95455 	56493.4
1.9697 	57224.6
1.98485 	57955.7
2 	58686.8
