0.5 	-2.02363e+06
0.515152 	-1.9986e+06
0.530303 	-1.97358e+06
0.545455 	-1.94856e+06
0.560606 	-1.9072e+06
0.575758 	-1.85884e+06
0.590909 	-1.81048e+06
0.606061 	-1.76183e+06
0.621212 	-1.71275e+06
0.636364 	-1.66368e+06
0.651515 	-1.61434e+06
0.666667 	-1.56266e+06
0.681818 	-1.51099e+06
0.69697 	-1.45932e+06
0.712121 	-1.40823e+06
0.727273 	-1.35729e+06
0.742424 	-1.30635e+06
0.757576 	-1.25651e+06
0.772727 	-1.20776e+06
0.787879 	-1.15901e+06
0.80303 	-1.11074e+06
0.818182 	-1.06437e+06
0.833333 	-1.018e+06
0.848485 	-971629
0.863636 	-926541
0.878788 	-881596
0.893939 	-836650
0.909091 	-792139
0.924242 	-747917
0.939394 	-703695
0.954545 	-659694
0.969697 	-616209
0.984848 	-572723
1 	-529238
1.01515 	-486729
1.0303 	-444221
1.04545 	-401713
1.06061 	-361484
1.07576 	-322232
1.09091 	-282980
1.10606 	-245722
1.12121 	-211457
1.13636 	-177191
1.15152 	-143449
1.16667 	-114422
1.18182 	-85394.9
1.19697 	-56367.8
1.21212 	-31111.7
1.22727 	-6798.41
1.24242 	17514.9
1.25758 	39913.9
1.27273 	60398.6
1.28788 	80883.3
1.30303 	100780
1.31818 	118328
1.33333 	135875
1.34848 	153422
1.36364 	169020
1.37879 	184402
1.39394 	199784
1.40909 	214148
1.42424 	227833
1.43939 	241518
1.45455 	254745
1.4697 	266905
1.48485 	279064
1.5 	291224
1.51515 	301771
1.5303 	312318
1.54545 	322864
1.56061 	331950
1.57576 	340409
1.59091 	348869
1.60606 	356058
1.62121 	361342
1.63636 	366626
1.65152 	371415
1.66667 	371750
1.68182 	372086
1.69697 	372422
1.71212 	366536
1.72727 	359095
1.74242 	351654
1.75758 	338637
1.77273 	320044
1.78788 	301451
1.80303 	279823
1.81818 	246053
1.83333 	212282
1.84848 	178512
1.86364 	129473
1.87879 	78736.7
1.89394 	28000.4
1.90909 	-32139.1
1.92424 	-98547.4
1.93939 	-164956
1.95455 	-221528
1.9697 	-255149
1.98485 	-288771
2 	-322392
